round,avg_client_loss,selected_clients,total_samples,skipped_steps,mean_client_update_l2,max_client_update_l2,aggregation_delta_l2,global_lora_l2,payload_bytes_raw_sum,payload_bytes_compressed_sum,payload_bytes_raw_mean,payload_bytes_compressed_mean,audit_verified,audit_records,round_duration_sec
56,0.108337,[0],60000,0,0.122701,0.122701,0.122701,20.03221,0,0,0.0,0.0,0,0,5.667
57,0.117434,[0],60000,0,0.140534,0.140534,0.140534,20.03691,0,0,0.0,0.0,0,0,5.755
58,0.133794,[0],60000,0,0.133453,0.133453,0.133453,20.036154,0,0,0.0,0.0,0,0,5.6
59,0.131839,[0],60000,0,0.140835,0.140835,0.140835,20.040085,0,0,0.0,0.0,0,0,5.779
60,0.109441,[0],60000,0,0.148808,0.148808,0.148808,20.044845,0,0,0.0,0.0,0,0,5.512
61,0.203984,[0],60000,0,0.144743,0.144743,0.144743,20.052311,0,0,0.0,0.0,0,0,5.772
62,0.104629,[0],60000,0,0.147862,0.147862,0.147862,20.064497,0,0,0.0,0.0,0,0,5.883
63,0.169319,[0],60000,0,0.139842,0.139842,0.139842,20.065359,0,0,0.0,0.0,0,0,6.205
64,0.087582,[0],60000,0,0.1384,0.1384,0.1384,20.075478,0,0,0.0,0.0,0,0,5.544
65,0.115062,[0],60000,0,0.141583,0.141583,0.141583,20.080208,0,0,0.0,0.0,0,0,5.864
66,0.148852,[0],60000,0,0.137837,0.137837,0.137837,20.082466,0,0,0.0,0.0,0,0,5.615
67,0.099688,[0],60000,0,0.132371,0.132371,0.132371,20.081579,0,0,0.0,0.0,0,0,5.933
68,0.061642,[0],60000,0,0.136906,0.136906,0.136906,20.089102,0,0,0.0,0.0,0,0,5.592
69,0.118113,[0],60000,0,0.138711,0.138711,0.138711,20.097955,0,0,0.0,0.0,0,0,5.967
70,0.088214,[0],60000,0,0.118547,0.118547,0.118547,20.097604,0,0,0.0,0.0,0,0,5.818
71,0.161281,[0],60000,0,0.140335,0.140335,0.140335,20.104302,0,0,0.0,0.0,0,0,5.699
72,0.080913,[0],60000,0,0.126214,0.126214,0.126214,20.104226,0,0,0.0,0.0,0,0,5.941
73,0.114198,[0],60000,0,0.1298,0.1298,0.1298,20.107153,0,0,0.0,0.0,0,0,5.957
74,0.082073,[0],60000,0,0.138366,0.138366,0.138366,20.112722,0,0,0.0,0.0,0,0,5.947
75,0.096656,[0],60000,0,0.14188,0.14188,0.14188,20.123008,0,0,0.0,0.0,0,0,5.752
76,0.072306,[0],60000,0,0.138878,0.138878,0.138878,20.126867,0,0,0.0,0.0,0,0,5.745
77,0.074385,[0],60000,0,0.12129,0.12129,0.12129,20.131369,0,0,0.0,0.0,0,0,6.157
78,0.128936,[0],60000,0,0.144069,0.144069,0.144069,20.138976,0,0,0.0,0.0,0,0,5.834
79,0.088757,[0],60000,0,0.14504,0.14504,0.14504,20.129505,0,0,0.0,0.0,0,0,5.998
80,0.124676,[0],60000,0,0.135984,0.135984,0.135984,20.130114,0,0,0.0,0.0,0,0,6.046
81,0.150597,[0],60000,0,0.148302,0.148302,0.148302,20.137695,0,0,0.0,0.0,0,0,6.474
82,0.051459,[0],60000,0,0.11877,0.11877,0.11877,20.137437,0,0,0.0,0.0,0,0,6.252
83,0.117858,[0],60000,0,0.142414,0.142414,0.142414,20.133173,0,0,0.0,0.0,0,0,6.333
84,0.105765,[0],60000,0,0.143608,0.143608,0.143608,20.145583,0,0,0.0,0.0,0,0,6.12
85,0.143252,[0],60000,0,0.149379,0.149379,0.149379,20.143091,0,0,0.0,0.0,0,0,6.016
86,0.143739,[0],60000,0,0.133432,0.133432,0.133432,20.147197,0,0,0.0,0.0,0,0,6.176
87,0.101958,[0],60000,0,0.141806,0.141806,0.141806,20.156667,0,0,0.0,0.0,0,0,5.565
88,0.110694,[0],60000,0,0.119677,0.119677,0.119677,20.155929,0,0,0.0,0.0,0,0,5.899
89,0.081336,[0],60000,0,0.13212,0.13212,0.13212,20.16138,0,0,0.0,0.0,0,0,5.757
90,0.107722,[0],60000,0,0.151776,0.151776,0.151776,20.168116,0,0,0.0,0.0,0,0,5.712
91,0.099469,[0],60000,0,0.11751,0.11751,0.11751,20.167885,0,0,0.0,0.0,0,0,6.046
92,0.130316,[0],60000,0,0.143555,0.143555,0.143555,20.174327,0,0,0.0,0.0,0,0,5.82
93,0.118102,[0],60000,0,0.13725,0.13725,0.13725,20.174433,0,0,0.0,0.0,0,0,6.048
94,0.09235,[0],60000,0,0.126927,0.126927,0.126927,20.180094,0,0,0.0,0.0,0,0,5.483
95,0.164012,[0],60000,0,0.138205,0.138205,0.138205,20.179435,0,0,0.0,0.0,0,0,5.769
96,0.097079,[0],60000,0,0.129884,0.129884,0.129884,20.187767,0,0,0.0,0.0,0,0,5.929
97,0.088134,[0],60000,0,0.131288,0.131288,0.131288,20.196213,0,0,0.0,0.0,0,0,5.697
98,0.142947,[0],60000,0,0.126472,0.126472,0.126472,20.19829,0,0,0.0,0.0,0,0,5.986
99,0.104304,[0],60000,0,0.142843,0.142843,0.142843,20.200578,0,0,0.0,0.0,0,0,5.532
100,0.174457,[0],60000,0,0.147863,0.147863,0.147863,20.206007,0,0,0.0,0.0,0,0,5.782
