round,avg_client_loss,proxy_fid,total_samples,aggregated_clients,round_duration_sec
1,1.111874,29.21892,60000,4,5.17
2,1.018197,29.816062,60000,4,1.739
3,0.935215,29.718485,60000,4,1.766
4,0.85886,30.343103,60000,4,1.794
5,0.790939,31.458182,60000,4,1.772
6,0.727722,32.386426,60000,4,1.787
7,0.670898,31.995705,60000,4,1.773
8,0.614508,32.59949,60000,4,1.778
