WARNING: This is a development server. Do not use it in a production deployment. Use a production WSGI server instead.
 * Running on http://127.0.0.1:5055
Press CTRL+C to quit
127.0.0.1 - - [20/Apr/2026 22:30:02] "GET /results HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2026 22:30:02] "GET /static/style.css HTTP/1.1" 304 -
127.0.0.1 - - [20/Apr/2026 22:30:02] "GET /static/app.js HTTP/1.1" 304 -
127.0.0.1 - - [20/Apr/2026 22:30:02] "GET /preview-artifacts/outputs/tiny_sd_stl10_lora_rank4_long100_run/samples/best_loss.png HTTP/1.1" 304 -
127.0.0.1 - - [20/Apr/2026 22:30:02] "GET /preview-artifacts/outputs/tiny_sd_stl10_lora_fed_audit_long100_run/samples/best_loss.png HTTP/1.1" 304 -
127.0.0.1 - - [20/Apr/2026 22:30:02] "GET /preview-artifacts/outputs/tiny_sd_stl10_lora_central_long100_run/samples/best_loss.png HTTP/1.1" 304 -
127.0.0.1 - - [20/Apr/2026 22:30:02] "GET /preview-artifacts/outputs/tiny_sd_fashion_lora_fed_long100_run/samples/best_loss.png HTTP/1.1" 304 -
127.0.0.1 - - [20/Apr/2026 22:30:02] "GET /preview-artifacts/outputs/tiny_sd_stl10_lora_fullclients_long100_run/samples/best_loss.png HTTP/1.1" 304 -
127.0.0.1 - - [20/Apr/2026 22:30:02] "GET /preview-artifacts/outputs/tiny_sd_fashion_lora_central_long100_run/samples/best_loss.png HTTP/1.1" 304 -
127.0.0.1 - - [20/Apr/2026 22:30:02] "GET /preview-artifacts/outputs/tiny_sd_mnist_lora_fed_long100_run/samples/best_loss.png HTTP/1.1" 304 -
127.0.0.1 - - [20/Apr/2026 22:30:02] "GET /preview-artifacts/outputs/tiny_sd_mnist_lora_central_long100_run/samples/best_loss.png HTTP/1.1" 304 -
127.0.0.1 - - [20/Apr/2026 22:30:02] "GET /preview-artifacts/outputs/tiny_sd_cifar10_lora_fed_long100_run/samples/best_loss.png HTTP/1.1" 304 -
127.0.0.1 - - [20/Apr/2026 22:30:05] "GET /comparisons/lora_stl10_long100_mainline HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2026 22:30:05] "GET /static/style.css HTTP/1.1" 304 -
127.0.0.1 - - [20/Apr/2026 22:30:05] "GET /static/app.js HTTP/1.1" 304 -
127.0.0.1 - - [20/Apr/2026 22:30:05] "GET /preview-artifacts/outputs/tiny_sd_stl10_lora_fed_audit_long100_run/samples/best_loss.png HTTP/1.1" 304 -
127.0.0.1 - - [20/Apr/2026 22:30:05] "GET /preview-artifacts/outputs/tiny_sd_stl10_lora_central_long100_run/samples/best_loss.png HTTP/1.1" 304 -
127.0.0.1 - - [20/Apr/2026 22:30:05] "GET /preview-artifacts/outputs/tiny_sd_stl10_lora_rank4_long100_run/samples/best_loss.png HTTP/1.1" 304 -
127.0.0.1 - - [20/Apr/2026 22:30:05] "GET /preview-artifacts/outputs/tiny_sd_stl10_lora_fullclients_long100_run/samples/best_loss.png HTTP/1.1" 304 -
127.0.0.1 - - [20/Apr/2026 22:30:11] "GET /results HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2026 22:30:11] "GET /static/style.css HTTP/1.1" 304 -
127.0.0.1 - - [20/Apr/2026 22:30:11] "GET /static/app.js HTTP/1.1" 304 -
127.0.0.1 - - [20/Apr/2026 22:30:11] "GET /preview-artifacts/outputs/tiny_sd_stl10_lora_central_long100_run/samples/best_loss.png HTTP/1.1" 304 -
127.0.0.1 - - [20/Apr/2026 22:30:11] "GET /preview-artifacts/outputs/tiny_sd_stl10_lora_fed_audit_long100_run/samples/best_loss.png HTTP/1.1" 304 -
127.0.0.1 - - [20/Apr/2026 22:30:11] "GET /preview-artifacts/outputs/tiny_sd_fashion_lora_central_long100_run/samples/best_loss.png HTTP/1.1" 304 -
127.0.0.1 - - [20/Apr/2026 22:30:11] "GET /preview-artifacts/outputs/tiny_sd_stl10_lora_fullclients_long100_run/samples/best_loss.png HTTP/1.1" 304 -
127.0.0.1 - - [20/Apr/2026 22:30:11] "GET /preview-artifacts/outputs/tiny_sd_stl10_lora_rank4_long100_run/samples/best_loss.png HTTP/1.1" 304 -
127.0.0.1 - - [20/Apr/2026 22:30:11] "GET /preview-artifacts/outputs/tiny_sd_fashion_lora_fed_long100_run/samples/best_loss.png HTTP/1.1" 304 -
127.0.0.1 - - [20/Apr/2026 22:30:11] "GET /preview-artifacts/outputs/tiny_sd_mnist_lora_fed_long100_run/samples/best_loss.png HTTP/1.1" 304 -
127.0.0.1 - - [20/Apr/2026 22:30:11] "GET /preview-artifacts/outputs/tiny_sd_mnist_lora_central_long100_run/samples/best_loss.png HTTP/1.1" 304 -
127.0.0.1 - - [20/Apr/2026 22:30:11] "GET /preview-artifacts/outputs/tiny_sd_cifar10_lora_fed_long100_run/samples/best_loss.png HTTP/1.1" 304 -
127.0.0.1 - - [20/Apr/2026 22:30:13] "GET /fashion-spotlight HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2026 22:30:13] "GET /static/style.css HTTP/1.1" 304 -
127.0.0.1 - - [20/Apr/2026 22:30:13] "GET /static/app.js HTTP/1.1" 304 -
127.0.0.1 - - [20/Apr/2026 22:30:13] "GET /preview-artifacts/outputs/tiny_sd_stl10_lora_fed_audit_long100_run/samples/best_loss.png HTTP/1.1" 304 -
127.0.0.1 - - [20/Apr/2026 22:30:13] "GET /preview-artifacts/outputs/tiny_sd_stl10_lora_central_long100_run/samples/best_loss.png HTTP/1.1" 304 -
127.0.0.1 - - [20/Apr/2026 22:30:13] "GET /preview-artifacts/outputs/tiny_sd_fashion_lora_central_long100_run/samples/best_loss.png HTTP/1.1" 304 -
127.0.0.1 - - [20/Apr/2026 22:30:13] "GET /preview-artifacts/outputs/tiny_sd_stl10_lora_fullclients_long100_run/samples/best_loss.png HTTP/1.1" 304 -
127.0.0.1 - - [20/Apr/2026 22:30:13] "GET /preview-artifacts/outputs/tiny_sd_stl10_lora_rank4_long100_run/samples/best_loss.png HTTP/1.1" 304 -
127.0.0.1 - - [20/Apr/2026 22:30:13] "GET /preview-artifacts/outputs/tiny_sd_fashion_lora_fed_long100_run/samples/best_loss.png HTTP/1.1" 304 -
127.0.0.1 - - [20/Apr/2026 22:30:13] "GET /preview-artifacts/outputs/tiny_sd_mnist_lora_fed_long100_run/samples/best_loss.png HTTP/1.1" 304 -
127.0.0.1 - - [20/Apr/2026 22:30:13] "GET /preview-artifacts/outputs/tiny_sd_mnist_lora_central_long100_run/samples/best_loss.png HTTP/1.1" 304 -
127.0.0.1 - - [20/Apr/2026 22:30:13] "GET /preview-artifacts/outputs/tiny_sd_cifar10_lora_fed_long100_run/samples/best_loss.png HTTP/1.1" 304 -
forrtl: error (200): program aborting due to window-CLOSE event
Image              PC                Routine            Line        Source             
KERNELBASE.dll     00007FF86E63A3CD  Unknown               Unknown  Unknown
KERNEL32.DLL       00007FF86F65E8D7  Unknown               Unknown  Unknown
ntdll.dll          00007FF870D2C3FC  Unknown               Unknown  Unknown
