round,avg_client_loss,selected_clients,total_samples,skipped_steps,mean_client_update_l2,max_client_update_l2,aggregation_delta_l2,global_lora_l2,payload_bytes_raw_sum,payload_bytes_compressed_sum,payload_bytes_raw_mean,payload_bytes_compressed_mean,audit_verified,audit_records,round_duration_sec
67,0.209555,"[0, 2]",3270,0,0.144621,0.148662,0.107823,19.926701,13912126,13916388,6956063.0,6958194.0,2,2,14.973
68,0.199424,"[2, 3]",2621,0,0.146564,0.158865,0.124225,19.934632,13912126,13916388,6956063.0,6958194.0,2,2,14.983
69,0.203939,"[2, 0]",3270,0,0.134518,0.143263,0.099619,19.936784,13912126,13916388,6956063.0,6958194.0,2,2,14.751
70,0.121194,"[2, 1]",3063,0,0.130129,0.133723,0.093644,19.936488,13912126,13916388,6956063.0,6958194.0,2,2,14.805
71,0.143072,"[1, 3]",1730,0,0.14325,0.143879,0.107117,19.936983,13912126,13916388,6956063.0,6958194.0,2,2,14.912
72,0.166578,"[0, 2]",3270,0,0.137927,0.155034,0.096692,19.937764,13912126,13916388,6956063.0,6958194.0,2,2,14.929
73,0.207248,"[2, 3]",2621,0,0.146225,0.155618,0.120017,19.937467,13912126,13916388,6956063.0,6958194.0,2,2,14.614
74,0.160415,"[1, 2]",3063,0,0.144234,0.168463,0.11962,19.947331,13912126,13916388,6956063.0,6958194.0,2,2,14.839
75,0.138652,"[0, 2]",3270,0,0.138489,0.141193,0.100858,19.948272,13912126,13916388,6956063.0,6958194.0,2,2,14.609
76,0.145075,"[2, 3]",2621,0,0.127146,0.12914,0.102846,19.952332,13912126,13916388,6956063.0,6958194.0,2,2,15.075
77,0.165325,"[1, 0]",2379,0,0.127261,0.144567,0.091879,19.949775,13912126,13916388,6956063.0,6958194.0,2,2,14.813
78,0.180493,"[2, 0]",3270,0,0.129117,0.132117,0.09427,19.94934,13912126,13916388,6956063.0,6958194.0,2,2,14.416
79,0.150345,"[0, 2]",3270,0,0.150814,0.158127,0.103258,19.950613,13912126,13916388,6956063.0,6958194.0,2,2,14.503
80,0.14067,"[2, 1]",3063,0,0.1159,0.120901,0.088924,19.951156,13912126,13916388,6956063.0,6958194.0,2,2,14.707
81,0.122297,"[0, 3]",1937,0,0.131593,0.1388,0.096796,19.953637,13912126,13916388,6956063.0,6958194.0,2,2,14.491
82,0.196899,"[2, 1]",3063,0,0.155109,0.158721,0.109135,19.957111,13912126,13916388,6956063.0,6958194.0,2,2,14.858
83,0.161018,"[1, 0]",2379,0,0.142092,0.146575,0.103818,19.957839,13912126,13916388,6956063.0,6958194.0,2,2,14.933
84,0.159629,"[1, 2]",3063,0,0.14469,0.146364,0.105857,19.957971,13912126,13916388,6956063.0,6958194.0,2,2,14.899
85,0.19032,"[0, 3]",1937,0,0.150644,0.162774,0.105481,19.962404,13912126,13916388,6956063.0,6958194.0,2,2,16.771
86,0.179266,"[3, 0]",1937,0,0.135549,0.135886,0.104097,19.961209,13912126,13916388,6956063.0,6958194.0,2,2,35.808
87,0.236422,"[1, 0]",2379,0,0.146013,0.158415,0.101249,19.965165,13912126,13916388,6956063.0,6958194.0,2,2,35.436
88,0.203871,"[3, 2]",2621,0,0.136597,0.13751,0.107327,19.963427,13912126,13916388,6956063.0,6958194.0,2,2,35.066
89,0.196313,"[1, 3]",1730,0,0.139873,0.145255,0.105356,19.965432,13912126,13916388,6956063.0,6958194.0,2,2,33.039
90,0.145501,"[3, 0]",1937,0,0.136121,0.150137,0.10926,19.971659,13912126,13916388,6956063.0,6958194.0,2,2,33.266
