round,avg_client_loss,proxy_fid,total_samples,aggregated_clients,round_duration_sec,classifier_fid,top1_confidence_mean,top1_confident_ratio,predicted_class_entropy,predicted_unique_classes,evaluator_test_accuracy
108,0.052535,56.23369,384,1,109.446,,,,,,
109,0.050802,17.734331,384,1,109.442,,,,,,
110,0.056964,10.834095,384,1,109.52,205.55544044363467,0.2979021668434143,0.0,1.5208232402801514,8,0.4375
111,0.05325,20.429773,384,1,109.472,,,,,,
112,0.05334,23.950856,384,1,109.496,,,,,,
113,0.047161,26.406083,384,1,109.433,,,,,,
114,0.058105,17.757989,384,1,109.45,,,,,,
115,0.056178,23.27369,384,1,109.439,,,,,,
116,0.048125,15.734617,384,1,109.382,,,,,,
117,0.05757,17.897943,384,1,109.483,,,,,,
118,0.056413,9.324265,384,1,109.476,,,,,,
119,0.051051,13.141828,384,1,109.474,,,,,,
120,0.067195,20.715106,384,1,109.5,346.6326724215472,0.5858584642410278,0.00390625,0.8185044527053833,4,0.4375
121,0.060529,18.643694,384,1,109.37,,,,,,
122,0.056887,52.383793,384,1,109.436,,,,,,
123,0.049693,19.40111,384,1,109.393,,,,,,
124,0.050401,20.330955,384,1,109.476,,,,,,
125,0.047589,12.323612,384,1,109.473,,,,,,
126,0.050061,12.519529,384,1,109.457,,,,,,
127,0.060342,10.910005,384,1,109.43,,,,,,
128,0.051151,19.700781,384,1,109.464,,,,,,
129,0.055295,16.851802,384,1,109.451,,,,,,
130,0.061599,18.397687,384,1,109.471,152.0095512041529,0.29820218682289124,0.0,1.9777250289916992,8,0.4375
131,0.053685,73.453951,384,1,109.396,,,,,,
132,0.053157,17.959753,384,1,109.416,,,,,,
133,0.042805,15.120155,384,1,109.409,,,,,,
134,0.051088,10.066621,384,1,109.387,,,,,,
135,0.053198,9.7866,384,1,109.434,,,,,,
136,0.051752,14.335953,384,1,109.427,,,,,,
137,0.05575,13.789948,384,1,109.442,,,,,,
138,0.045895,14.227892,384,1,109.403,,,,,,
139,0.047146,19.159676,384,1,109.432,,,,,,
140,0.059948,13.144829,384,1,109.493,167.96711723368452,0.30920538306236267,0.0,1.8217458724975586,8,0.4375
141,0.054758,39.878212,384,1,109.435,,,,,,
142,0.056584,15.390669,384,1,109.425,,,,,,
143,0.052393,12.874088,384,1,109.435,,,,,,
144,0.059857,11.494932,384,1,109.435,,,,,,
145,0.053124,11.04934,384,1,109.443,,,,,,
146,0.064265,11.945945,384,1,109.474,,,,,,
147,0.053485,24.379303,384,1,109.438,,,,,,
148,0.046478,14.49218,384,1,109.458,,,,,,
149,0.047778,28.563656,384,1,109.458,,,,,,
150,0.056038,14.340153,384,1,109.485,241.56405989953058,0.32376962900161743,0.0,1.4855002164840698,7,0.4375
151,0.06118,37.014554,384,1,109.455,,,,,,
152,0.055454,12.248812,384,1,109.433,,,,,,
153,0.053549,60.561953,384,1,109.443,,,,,,
154,0.052577,19.679121,384,1,109.474,,,,,,
155,0.041822,21.135432,384,1,109.459,,,,,,
156,0.050253,18.470735,384,1,109.464,,,,,,
157,0.05289,16.970082,384,1,109.47,,,,,,
158,0.054048,11.066953,384,1,109.432,,,,,,
159,0.051906,16.35623,384,1,109.46,,,,,,
160,0.047034,13.741269,384,1,109.492,188.60618886621066,0.3041684329509735,0.0,1.7120177745819092,9,0.4375
161,0.047598,10.135879,384,1,109.467,,,,,,
162,0.057066,13.650552,384,1,109.464,,,,,,
