round,avg_client_loss,selected_clients,total_samples,skipped_steps,mean_client_update_l2,max_client_update_l2,aggregation_delta_l2,global_lora_l2,payload_bytes_raw_sum,payload_bytes_compressed_sum,payload_bytes_raw_mean,payload_bytes_compressed_mean,audit_verified,audit_records,round_duration_sec
77,0.046708,"[1, 0]",26089,0,0.135103,0.159939,0.114595,20.165754,13912126,13916388,6956063.0,6958194.0,2,2,32.642
78,0.080754,"[2, 0]",23237,0,0.136011,0.137469,0.099465,20.166524,13912126,13916388,6956063.0,6958194.0,2,2,33.735
79,0.05567,"[0, 2]",23237,0,0.124609,0.130115,0.089629,20.165981,13912126,13916388,6956063.0,6958194.0,2,2,32.177
80,0.083951,"[2, 1]",29056,0,0.139695,0.140066,0.098888,20.167298,13912126,13916388,6956063.0,6958194.0,2,2,29.092
81,0.050806,"[0, 3]",30944,0,0.130027,0.132276,0.098848,20.170837,13912126,13916388,6956063.0,6958194.0,2,2,30.537
82,0.05706,"[2, 1]",29056,0,0.144342,0.150559,0.108198,20.177818,13912126,13916388,6956063.0,6958194.0,2,2,31.744
83,0.047436,"[1, 0]",26089,0,0.132276,0.135673,0.097932,20.183736,13912126,13916388,6956063.0,6958194.0,2,2,31.401
84,0.067643,"[1, 2]",29056,0,0.128515,0.139637,0.095077,20.189283,13912126,13916388,6956063.0,6958194.0,2,2,29.296
85,0.056405,"[0, 3]",30944,0,0.152966,0.159592,0.118686,20.189607,13912126,13916388,6956063.0,6958194.0,2,2,28.941
86,0.052155,"[3, 0]",30944,0,0.138387,0.14007,0.105028,20.197638,13912126,13916388,6956063.0,6958194.0,2,2,29.354
87,0.050435,"[1, 0]",26089,0,0.130836,0.139038,0.102975,20.200295,13912126,13916388,6956063.0,6958194.0,2,2,29.777
88,0.07294,"[3, 2]",33911,0,0.133371,0.135185,0.103458,20.205567,13912126,13916388,6956063.0,6958194.0,2,2,29.729
89,0.08056,"[1, 3]",36763,0,0.1248,0.131079,0.088194,20.206973,13912126,13916388,6956063.0,6958194.0,2,2,31.095
90,0.053103,"[3, 0]",30944,0,0.134264,0.137026,0.108128,20.205251,13912126,13916388,6956063.0,6958194.0,2,2,31.341
91,0.057382,"[1, 2]",29056,0,0.134751,0.135618,0.093887,20.212014,13912126,13916388,6956063.0,6958194.0,2,2,32.166
92,0.094124,"[2, 1]",29056,0,0.140833,0.144465,0.099776,20.219438,13912126,13916388,6956063.0,6958194.0,2,2,29.424
93,0.036994,"[2, 1]",29056,0,0.123656,0.12509,0.094928,20.22477,13912126,13916388,6956063.0,6958194.0,2,2,29.71
94,0.056003,"[3, 0]",30944,0,0.127971,0.129756,0.098968,20.226814,13912126,13916388,6956063.0,6958194.0,2,2,29.442
95,0.045907,"[1, 0]",26089,0,0.123823,0.140395,0.095624,20.228387,13912126,13916388,6956063.0,6958194.0,2,2,30.052
96,0.073337,"[0, 1]",26089,0,0.14722,0.156776,0.117324,20.239532,13912126,13916388,6956063.0,6958194.0,2,2,29.876
97,0.086456,"[0, 2]",23237,0,0.139049,0.14163,0.110112,20.236598,13912126,13916388,6956063.0,6958194.0,2,2,31.759
98,0.060076,"[1, 2]",29056,0,0.12601,0.134916,0.09236,20.241965,13912126,13916388,6956063.0,6958194.0,2,2,32.639
99,0.050168,"[1, 0]",26089,0,0.142279,0.143538,0.099163,20.248354,13912126,13916388,6956063.0,6958194.0,2,2,31.808
100,0.057987,"[0, 2]",23237,0,0.134396,0.136303,0.105924,20.24484,13912126,13916388,6956063.0,6958194.0,2,2,30.367
