run_name,dataset,architecture,base_channels,channel_multipliers,blocks_per_level,lora_rank,lora_alpha,model_params_total,model_params_trainable,rounds,lr,max_steps_per_epoch,clients_per_round,sampling_steps,sampler,sampler_requested,sampler_effective,ddim_eta,clip_denoised,checkpoint_kind_requested,checkpoint_kind_loaded,best_round,best_proxy_fid,last_proxy_fid,recomputed_eval_proxy_fid,rebound,tail_mean_proxy_fid,tail_std_proxy_fid,last_avg_client_loss,payload_bytes_raw,classifier_fid,top1_confidence_mean,top1_confident_ratio,predicted_class_entropy,predicted_unique_classes,evaluator_test_accuracy
fashion_central_long100_portal_run,fashion_mnist,tiny_unet,8,,1,4,4.0,18745,4816,100,0.001,35,1,100,ddpm,ddpm,ddpm,0.0,True,best,best,20,25.043355,27.158004,23.97714577027329,2.114649,27.2606,0.6903185680371053,0.187337,0,739.6632780166364,0.5138446092605591,0.015625,1.0814045667648315,3,0.9115
fashion_fed_balanced_long100_portal_run,fashion_mnist,tiny_unet,8,,1,4,4.0,18745,4816,100,0.001,25,2,100,ddpm,ddpm,ddpm,0.0,True,best,best,13,24.886386,28.128687,24.699003950602105,3.2423009999999977,27.755249900000003,0.6974695287331844,0.186361,38557,743.7422022651599,0.5389848947525024,0.046875,1.0285358428955078,4,0.9115
fashion_fed_stable_long100_portal_run,fashion_mnist,tiny_unet,8,,1,4,4.0,18745,4816,100,0.0005,20,2,100,ddpm,ddpm,ddpm,0.0,True,best,best,80,24.300594,27.268437,24.615905513385727,2.9678429999999985,26.2982782,0.5983480833432661,0.216887,38557,744.9588388057518,0.5139580368995667,0.0078125,1.0697277784347534,4,0.9115
fashion_fed_full_long100_portal_run,fashion_mnist,tiny_unet,8,,1,4,4.0,18745,4816,100,0.0005,20,4,100,ddpm,ddpm,ddpm,0.0,True,best,best,38,24.796959,25.712935,24.10888997119271,0.9159760000000006,25.9553447,0.5336260124399955,0.214783,38557,753.342563813199,0.5241743922233582,0.015625,1.0486986637115479,5,0.9115
