round,avg_client_loss,proxy_fid,total_samples,aggregated_clients,round_duration_sec
1,1.010444,30.077181,4480,1,1.454
2,0.75224,32.335689,4480,1,0.906
3,0.572702,31.354152,4480,1,0.845
4,0.462628,30.226887,4480,1,0.847
5,0.412366,29.216828,4480,1,0.883
6,0.368544,28.27863,4480,1,0.882
7,0.337896,28.411092,4480,1,0.849
8,0.325168,27.127607,4480,1,0.853
